Id,FiscalYear,Year,DistilledSpiritsTotalTax,Month,Population1,Population2,DistilledSpiritsTotalGallons,DistilledSpiritsPerCapitaConsumption,DistilledSpiritsTaxRatePerGallon,WineTotalTaxCollections,WineTotalGallonsEstimated,WinePerCapitaConsumptionEstimated,AvgWineRate,LowWineTaxRatePerGallon,HighWineTaxRatePerGallon,SparklingWineTaxRatePerGallon,BeerTotalTax,BeerTotalGallons,BeerPerCapitaConsumption,BeerTaxRatePerGallon,AleTotalTax,AleTotalGallons,AlePerCapitaConsumption,AleTaxRatePerGallon
202108,2021,2021,"9,985,930",8,"30,103,821","29,719,842","4,160,804",0.1382,2.4,"1,552,883","5,384,607",0.1789,0.288393,0.204,0.408,0.516,"10,133,067","52,354,284",1.7391,0.193548,"1,140,046","5,757,808",0.1913,0.198
202109,2022,2021,"7,947,065",9,"29,719,842","29,719,842","3,311,277",0.1114,2.4,"1,378,314","4,728,155",0.1591,0.291512,0.204,0.408,0.516,"9,983,687","51,582,486",1.7356,0.193548,"1,144,663","5,781,126",0.1945,0.198
202110,2022,2021,"7,971,717",10,"29,719,842","29,719,842","3,321,549",0.1118,2.4,"1,371,675","4,686,971",0.1577,0.292657,0.204,0.408,0.516,"10,711,643","55,343,600",1.8622,0.193548,0,0,0,0.198
202111,2022,2021,"10,117,030",11,"29,719,842","29,719,842","4,215,429",0.1418,2.4,"1,618,597","5,349,514",0.18,0.302569,0.204,0.408,0.516,"10,323,106","53,336,154",1.7946,0.193548,0,0,0,0.198
202112,2022,2021,"10,961,587",12,"29,719,842","29,719,842","4,567,328",0.1537,2.4,"1,827,789","5,989,726",0.2015,0.305154,0.204,0.408,0.516,"10,531,918","54,415,018",1.8309,0.193548,0,0,0,0.198
202201,2022,2022,"12,871,861",1,"29,719,842","29,719,842","5,363,275",0.1805,2.4,"2,147,663","6,669,326",0.2244,0.322021,0.204,0.408,0.516,"11,222,089","57,980,909",1.9509,0.193548,0,0,0,0.198
202202,2022,2022,"9,261,534",2,"29,719,842","29,719,842","3,858,972",0.1298,2.4,"1,302,573","4,398,415",0.148,0.296146,0.204,0.408,0.516,"7,552,147","39,019,504",1.3129,0.193548,0,0,0,0.198
202203,2022,2022,"8,112,058",3,"29,719,842","29,719,842","3,380,024",0.1137,2.4,"1,425,941","4,809,131",0.1618,0.296507,0.204,0.408,0.516,"8,656,959","44,727,711",1.505,0.193548,0,0,0,0.198
202204,2022,2022,"10,875,632",4,"29,719,842","29,719,842","4,531,513",0.1525,2.4,"1,650,390","5,568,550",0.1874,0.296377,0.204,0.408,0.516,"10,624,737","54,894,584",1.8471,0.193548,0,0,0,0.198
202205,2022,2022,"11,298,351",5,"29,719,842","29,719,842","4,707,646",0.1584,2.4,"1,532,919","5,199,402",0.1749,0.294826,0.204,0.408,0.516,"10,331,092","53,377,415",1.796,0.193548,0,0,0,0.198
202206,2022,2022,"10,447,272",6,"29,719,842","29,719,842","4,353,030",0.1465,2.4,"1,567,980","5,235,640",0.1762,0.299482,0.204,0.408,0.516,"10,857,020","56,094,716",1.8874,0.193548,0,0,0,0.198
202207,2022,2022,"11,226,958",7,"29,719,842","29,719,842","4,677,899",0.1574,2.4,"1,498,120","5,066,043",0.1705,0.295718,0.204,0.408,0.516,"11,370,087","58,745,567",1.9766,0.193548,0,0,0,0.198
202208,2022,2022,"9,683,006",8,"29,719,842","29,719,842","4,034,586",0.1358,2.4,"1,336,238","4,544,718",0.1529,0.29402,0.204,0.408,0.516,"10,017,071","51,754,970",1.7414,0.193548,0,0,0,0.198
202209,2023,2022,"8,984,516",9,"29,719,842","30,301,595","3,743,548",0.126,2.4,"1,483,559","5,041,318",0.1696,0.29428,0.204,0.408,0.516,"11,223,613","57,988,783",1.9512,0.193548,0,0,0,0.198
202210,2023,2022,"11,630,957",10,"29,719,842","30,301,595","4,846,232",0.1631,2.4,"1,546,538","5,131,964",0.1727,0.301354,0.204,0.408,0.516,"10,211,533","52,759,693",1.7752,0.193548,0,0,0,0.198
202211,2023,2022,"10,462,400",11,"29,719,842","30,301,595","4,359,333",0.1467,2.4,"1,500,188","4,974,675",0.1674,0.301565,0.204,0.408,0.516,"8,793,560","45,433,484",1.5287,0.193548,0,0,0,0.198
202212,2023,2022,"10,711,481",12,"29,719,842","30,301,595","4,463,117",0.1502,2.4,"1,802,362","5,802,279",0.1952,0.31063,0.204,0.408,0.516,"9,109,791","47,067,348",1.5837,0.193548,0,0,0,0.198
202301,2023,2023,"12,206,605",1,"29,719,842","30,301,595","5,086,085",0.1711,2.4,"2,017,458","6,228,356",0.2096,0.323915,0.204,0.408,0.516,"8,976,921","46,380,851",1.5606,0.193548,0,0,0,0.198
202302,2023,2023,"9,830,689",2,"29,719,842","30,301,595","4,096,120",0.1378,2.4,"1,364,263","4,521,979",0.1522,0.301696,0.204,0.408,0.516,"8,262,556","42,689,958",1.4364,0.193548,0,0,0,0.198
202303,2023,2023,"8,727,240",3,"29,719,842","30,301,595","3,636,350",0.1224,2.4,"1,473,508","4,896,693",0.1648,0.300919,0.204,0.408,0.516,"8,624,508","44,560,047",1.4993,0.193548,0,0,0,0.198
202304,2023,2023,"11,471,225",4,"29,719,842","30,301,595","4,779,677",0.1608,2.4,"1,582,586","5,279,845",0.1777,0.299741,0.204,0.408,0.516,"10,932,002","56,482,123",1.9005,0.193548,0,0,0,0.198
202305,2023,2023,"10,494,125",5,"29,719,842","30,301,595","4,372,552",0.1471,2.4,"1,357,939","4,498,349",0.1514,0.301875,0.204,0.408,0.516,"9,798,052","50,623,370",1.7034,0.193548,0,0,0,0.198
202306,2023,2023,"10,841,395",6,"29,719,842","30,301,595","4,517,248",0.152,2.4,"1,610,018","5,314,134",0.1788,0.302969,0.204,0.408,0.516,"11,679,451","60,343,951",2.0304,0.193548,0,0,0,0.198
202307,2023,2023,"12,119,668",7,"29,719,842","30,301,595","5,049,862",0.1699,2.4,"1,475,992","4,923,781",0.1657,0.299768,0.204,0.408,0.516,"12,179,713","62,928,643",2.1174,0.193548,0,0,0,0.198
202308,2023,2023,"9,223,052",8,"29,719,842","30,301,595","3,842,938",0.1293,2.4,"1,294,347","4,328,601",0.1456,0.299022,0.204,0.408,0.516,"9,890,679","51,101,944",1.7195,0.193548,0,0,0,0.198
202309,2024,2023,"9,901,605",9,"30,301,595",0,"4,125,669",0.1362,2.4,"1,424,013","4,833,963",0.1595,0.294585,0.204,0.408,0.516,"11,906,106","61,515,004",2.0301,0.193548,0,0,0,0.198
202310,2024,2023,"10,617,208",10,"30,301,595",0,"4,423,837",0.146,2.4,"1,354,346","4,517,890",0.1491,0.299774,0.204,0.408,0.516,"9,969,820","51,510,840",1.6999,0.193548,0,0,0,0.198
202311,2024,2023,"10,743,249",11,"30,301,595",0,"4,476,354",0.1477,2.4,"1,609,057","5,245,978",0.1731,0.306722,0.204,0.408,0.516,"10,068,362","52,019,974",1.7167,0.193548,0,0,0,0.198
202312,2024,2023,"10,741,061",12,"30,301,595",0,"4,475,442",0.1477,2.4,"1,723,480","5,494,179",0.1813,0.313692,0.204,0.408,0.516,"10,107,026","52,219,739",1.7233,0.193548,0,0,0,0.198
202401,2024,2024,"11,756,762",1,"30,301,595",0,"4,898,651",0.1617,2.4,"1,951,550","6,013,243",0.1984,0.324542,0.204,0.408,0.516,"10,125,995","52,317,745",1.7266,0.193548,0,0,0,0.198
